Chapter,Verse,id,text,url
2,2,2.2,"The Supreme Person [Bhagavan] said: My dear Arjuna, how have these impurities come upon you? They are not at all befitting a man who knows the progressive values of life. They do not lead to higher planets, but to infamy.",https://asitis.com/2/2.html
2,3,2.3,"O son of Prtha, do not yield to this degrading impotence. It does not become you. Give up such petty weakness of heart and arise, O chastiser of the enemy.",https://asitis.com/2/3.html
2,4,2.4,"Arjuna said: O killer of Madhu [Krsna], how can I counterattack with arrows in battle men like Bhisma and Drona, who are worthy of my worship?",https://asitis.com/2/4.html
2,5,2.5,"It is better to live in this world by begging than to live at the cost of the lives of great souls who are my teachers. Even though they are avaricious, they are nonetheless superiors. If they are killed, our spoils will be tainted with blood.",https://asitis.com/2/5.html
2,6,2.6,"Nor do we know which is better—conquering them or being conquered by them. The sons of Dhrtarastra, whom if we killed we should not care to live, are now standing before us on this battlefield.",https://asitis.com/2/6.html
2,7,2.7,"Now I am confused about my duty and have lost all composure because of weakness. In this condition I am asking You to tell me clearly what is best for me. Now I am Your disciple, and a soul surrendered unto You. Please instruct me.",https://asitis.com/2/7.html
2,8,2.8,I can find no means to drive away this grief which is drying up my senses. I will not be able to destroy it even if I win an unrivalled kingdom on the earth with sovereignty like that of the demigods in heaven.,https://asitis.com/2/8.html
2,9,2.9,"Sanjaya said: Having spoken thus, Arjuna, chastiser of enemies, told Krsna, Govinda, I shall not fight, and fell silent.",https://asitis.com/2/9.html
2,10,2.1,"O descendant of Bharata, at that time Krsna, smiling, in the midst of both the armies, spoke the following words to the grief-stricken Arjuna.",https://asitis.com/2/10.html
2,11,2.11,"The Blessed Lord said: While speaking learned words, you are mourning for what is not worthy of grief. Those who are wise lament neither for the living nor the dead.",https://asitis.com/2/11.html
2,12,2.12,"Never was there a time when I did not exist, nor you, nor all these kings; nor in the future shall any of us cease to be.",https://asitis.com/2/12.html
2,13,2.13,"As the embodied soul continually passes, in this body, from boyhood to youth to old age, the soul similarly passes into another body at death. The self-realized soul is not bewildered by such a change.",https://asitis.com/2/13.html
2,14,2.14,"O son of Kunti, the nonpermanent appearance of happiness and distress, and their disappearance in due course, are like the appearance and disappearance of winter and summer seasons. They arise from sense perception, O scion of Bharata, and one must learn to tolerate them without being disturbed.",https://asitis.com/2/14.html
2,15,2.15,"O best among men [Arjuna], the person who is not disturbed by happiness and distress and is steady in both is certainly eligible for liberation.",https://asitis.com/2/15.html
2,16,2.16,"Those who are seers of the truth have concluded that of the nonexistent there is no endurance, and of the existent there is no cessation. This seers have concluded by studying the nature of both.",https://asitis.com/2/16.html
2,17,2.17,Know that which pervades the entire body is indestructible. No one is able to destroy the imperishable soul.,https://asitis.com/2/17.html
2,18,2.18,"Only the material body of the indestructible, immeasurable and eternal living entity is subject to destruction; therefore, fight, O descendant of Bharata.",https://asitis.com/2/18.html
2,19,2.19,"He who thinks that the living entity is the slayer or that he is slain, does not understand. One who is in knowledge knows that the self slays not nor is slain.",https://asitis.com/2/19.html
2,20,2.2,"For the soul there is never birth nor death. Nor, having once been, does he ever cease to be. He is unborn, eternal, ever-existing, undying and primeval. He is not slain when the body is slain.",https://asitis.com/2/20.html
2,21,2.21,"O Partha, how can a person who knows that the soul is indestructible, unborn, eternal and immutable, kill anyone or cause anyone to kill?",https://asitis.com/2/21.html
2,22,2.22,"As a person puts on new garments, giving up old ones, similarly, the soul accepts new material bodies, giving up the old and useless ones.",https://asitis.com/2/22.html
2,23,2.23,"The soul can never be cut into pieces by any weapon, nor can he be burned by fire, nor moistened by water, nor withered by the wind.",https://asitis.com/2/23.html
2,24,2.24,"This individual soul is unbreakable and insoluble, and can be neither burned nor dried. He is everlasting, all-pervading, unchangeable, immovable and eternally the same.",https://asitis.com/2/24.html
2,25,2.25,"It is said that the soul is invisible, inconceivable, immutable, and unchangeable. Knowing this, you should not grieve for the body.",https://asitis.com/2/25.html
2,26,2.26,"If, however, you think that the soul is perpetually born and always dies, still you have no reason to lament, O mighty-armed.",https://asitis.com/2/26.html
2,27,2.27,"For one who has taken his birth, death is certain; and for one who is dead, birth is certain. Therefore, in the unavoidable discharge of your duty, you should not lament.",https://asitis.com/2/27.html
2,28,2.28,"All created beings are unmanifest in their beginning, manifest in their interim state, and unmanifest again when they are annihilated. So what need is there for lamentation?",https://asitis.com/2/28.html
2,29,2.29,"Some look on the soul as amazing, some describe him as amazing, and some hear of him as amazing, while others, even after hearing about him, cannot understand him at all.",https://asitis.com/2/29.html
2,30,2.3,"O descendant of Bharata, he who dwells in the body is eternal and can never be slain. Therefore you need not grieve for any creature.",https://asitis.com/2/30.html
2,31,2.31,"Considering your specific duty as a ksatriya, you should know that there is no better engagement for you than fighting on religious principles; and so there is no need for hesitation.",https://asitis.com/2/31.html
2,32,2.32,"O Partha, happy are the ksatriyas to whom such fighting opportunities come unsought, opening for them the doors of the heavenly planets.",https://asitis.com/2/32.html
2,33,2.33,"If, however, you do not fight this religious war, then you will certainly incur sins for neglecting your duties and thus lose your reputation as a fighter.",https://asitis.com/2/33.html
2,34,2.34,"People will always speak of your infamy, and for one who has been honored, dishonor is worse than death.",https://asitis.com/2/34.html
2,35,2.35,"The great generals who have highly esteemed your name and fame will think that you have left the battlefield out of fear only, and thus they will consider you a coward.",https://asitis.com/2/35.html
2,36,2.36,Your enemies will describe you in many unkind words and scorn your ability. What could be more painful for you?,https://asitis.com/2/36.html
2,37,2.37,"O son of Kunti, either you will be killed on the battlefield and attain the heavenly planets, or you will conquer and enjoy the earthly kingdom. Therefore get up and fight with determination.",https://asitis.com/2/37.html
2,38,2.38,"Do thou fight for the sake of fighting, without considering happiness or distress, loss or gain, victory or defeat—and, by so doing, you shall never incur sin.",https://asitis.com/2/38.html
2,39,2.39,"Thus far I have declared to you the analytical knowledge of sankhya philosophy. Now listen to the knowledge of yoga whereby one works without fruitive result. O son of Prtha, when you act by such intelligence, you can free yourself from the bondage of works.",https://asitis.com/2/39.html
2,40,2.4,"In this endeavor there is no loss or diminution, and a little advancement on this path can protect one from the most dangerous type of fear.",https://asitis.com/2/40.html
2,41,2.41,"Those who are on this path are resolute in purpose, and their aim is one. O beloved child of the Kurus, the intelligence of those who are irresolute is many-branched.",https://asitis.com/2/41.html
2,42-43,2.42-43,"Men of small knowledge are very much attached to the flowery words of the Vedas, which recommend various fruitive activities for elevation to heavenly planets, resultant good birth, power, and so forth. Being desirous of sense gratification and opulent life, they say that there is nothing more than this.",https://asitis.com/2/42-43.html
2,44,2.44,"In the minds of those who are too attached to sense enjoyment and material opulence, and who are bewildered by such things, the resolute determination of devotional service to the Supreme Lord does not take place.",https://asitis.com/2/44.html
2,45,2.45,"The Vedas mainly deal with the subject of the three modes of material nature. Rise above these modes, O Arjuna. Be transcendental to all of them. Be free from all dualities and from all anxieties for gain and safety, and be established in the Self.",https://asitis.com/2/45.html
2,46,2.46,"All purposes that are served by the small pond can at once be served by the great reservoirs of water. Similarly, all the purposes of the Vedas can be served to one who knows the purpose behind them.",https://asitis.com/2/46.html
2,47,2.47,"You have a right to perform your prescribed duty, but you are not entitled to the fruits of action. Never consider yourself to be the cause of the results of your activities, and never be attached to not doing your duty.",https://asitis.com/2/47.html
2,48,2.48,"Be steadfast in yoga, O Arjuna. Perform your duty and abandon all attachment to success or failure. Such evenness of mind is called yoga.",https://asitis.com/2/48.html
2,49,2.49,"O Dhananjaya, rid yourself of all fruitive activities by devotional service, and surrender fully to that consciousness. Those who want to enjoy the fruits of their work are misers.",https://asitis.com/2/49.html
2,50,2.5,"A man engaged in devotional service rids himself of both good and bad actions even in this life. Therefore strive for yoga, O Arjuna, which is the art of all work.",https://asitis.com/2/50.html
2,51,2.51,"The wise, engaged in devotional service, take refuge in the Lord, and free themselves from the cycle of birth and death by renouncing the fruits of action in the material world. In this way they can attain that state beyond all miseries.",https://asitis.com/2/51.html
2,52,2.52,"When your intelligence has passed out of the dense forest of delusion, you shall become indifferent to all that has been heard and all that is to be heard.",https://asitis.com/2/52.html
2,53,2.53,"When your mind is no longer disturbed by the flowery language of the Vedas, and when it remains fixed in the trance of self-realization, then you will have attained the Divine consciousness.",https://asitis.com/2/53.html
2,54,2.54,"Arjuna said: What are the symptoms of one whose consciousness is thus merged in Transcendence? How does he speak, and what is his language? How does he sit, and how does he walk?",https://asitis.com/2/54.html
2,55,2.55,"The Blessed Lord said: O Partha, when a man gives up all varieties of sense desire which arise from mental concoction, and when his mind finds satisfaction in the self alone, then he is said to be in pure transcendental consciousness.",https://asitis.com/2/55.html
2,56,2.56,"One who is not disturbed in spite of the threefold miseries, who is not elated when there is happiness, and who is free from attachment, fear and anger, is called a sage of steady mind.",https://asitis.com/2/56.html
2,57,2.57,"He who is without attachment, who does not rejoice when he obtains good, nor lament when he obtains evil, is firmly fixed in perfect knowledge.",https://asitis.com/2/57.html
2,58,2.58,"One who is able to withdraw his senses from sense objects, as the tortoise draws his limbs within the shell, is to be understood as truly situated in knowledge.",https://asitis.com/2/58.html
2,59,2.59,"The embodied soul may be restricted from sense enjoyment, though the taste for sense objects remains. But, ceasing such engagements by experiencing a higher taste, he is fixed in consciousness.",https://asitis.com/2/59.html
2,60,2.6,"The senses are so strong and impetuous, O Arjuna, that they forcibly carry away the mind even of a man of discrimination who is endeavoring to control them.",https://asitis.com/2/60.html
2,61,2.61,One who restrains his senses and fixes his consciousness upon Me is known as a man of steady intelligence.,https://asitis.com/2/61.html
2,62,2.62,"While contemplating the objects of the senses, a person develops attachment for them, and from such attachment lust develops, and from lust anger arises.",https://asitis.com/2/62.html
2,63,2.63,"From anger, delusion arises, and from delusion bewilderment of memory. When memory is bewildered, intelligence is lost, and when intelligence is lost, one falls down again into the material pool.",https://asitis.com/2/63.html
2,64,2.64,One who can control his senses by practicing the regulated principles of freedom can obtain the complete mercy of the Lord and thus become free from all attachment and aversion.,https://asitis.com/2/64.html
2,65,2.65,"For one who is so situated in the Divine consciousness, the threefold miseries of material existence exist no longer; in such a happy state, one's intelligence soon becomes steady.",https://asitis.com/2/65.html
2,66,2.66,"One who is not in transcendental consciousness can have neither a controlled mind nor steady intelligence, without which there is no possibility of peace. And how can there be any happiness without peace?",https://asitis.com/2/66.html
2,67,2.67,"As a boat on the water is swept away by a strong wind, even one of the senses on which the mind focuses can carry away a man's intelligence.",https://asitis.com/2/67.html
2,68,2.68,"Therefore, O mighty-armed, one whose senses are restrained from their objects is certainly of steady intelligence.",https://asitis.com/2/68.html
2,69,2.69,What is night for all beings is the time of awakening for the self-controlled; and the time of awakening for all beings is night for the introspective sage.,https://asitis.com/2/69.html
2,70,2.7,"A person who is not disturbed by the incessant flow of desires—that enter like rivers into the ocean which is ever being filled but is always still—can alone achieve peace, and not the man who strives to satisfy such desires.",https://asitis.com/2/70.html
2,71,2.71,"A person who has given up all desires for sense gratification, who lives free from desires, who has given up all sense of proprietorship and is devoid of false ego—he alone can attain real peace.",https://asitis.com/2/71.html
2,72,2.72,"That is the way of the spiritual and godly life, after attaining which a man is not bewildered. Being so situated, even at the hour of death, one can enter into the kingdom of God.",https://asitis.com/2/72.html
3,1,3.1,"Arjuna said: O Janardana, O Kesava, why do You urge me to engage in this ghastly warfare, if You think that intelligence is better than fruitive work?",https://asitis.com/3/1.html
3,2,3.2,"My intelligence is bewildered by Your equivocal instructions. Therefore, please tell me decisively what is most beneficial for me.",https://asitis.com/3/2.html
3,3,3.3,"The Blessed Lord said: O sinless Arjuna, I have already explained that there are two classes of men who realize the Self. Some are inclined to understand Him by empirical, philosophical speculation, and others are inclined to know Him by devotional work.",https://asitis.com/3/3.html
3,4,3.4,"Not by merely abstaining from work can one achieve freedom from reaction, nor by renunciation alone can one attain perfection.",https://asitis.com/3/4.html
3,5,3.5,"All men are forced to act helplessly according to the impulses born of the modes of material nature; therefore no one can refrain from doing something, not even for a moment.",https://asitis.com/3/5.html
3,6,3.6,"One who restrains the senses and organs of action, but whose mind dwells on sense objects, certainly deludes himself and is called a pretender.",https://asitis.com/3/6.html
3,7,3.7,"On the other hand, he who controls the senses by the mind and engages his active organs in works of devotion, without attachment, is by far superior.",https://asitis.com/3/7.html
3,8,3.8,"Perform your prescribed duty, for action is better than inaction. A man cannot even maintain his physical body without work.",https://asitis.com/3/8.html
3,9,3.9,"Work done as a sacrifice for Visnu has to be performed, otherwise work binds one to this material world. Therefore, O son of Kunti, perform your prescribed duties for His satisfaction, and in that way you will always remain unattached and free from bondage.",https://asitis.com/3/9.html
3,10,3.1,"In the beginning of creation, the Lord of all creatures sent forth generations of men and demigods, along with sacrifices for Visnu, and blessed them by saying, Be thou happy by this yajna [sacrifice] because its performance will bestow upon you all desirable things.",https://asitis.com/3/10.html
3,11,3.11,"The demigods, being pleased by sacrifices, will also please you; thus nourishing one another, there will reign general prosperity for all.",https://asitis.com/3/11.html
3,12,3.12,"In charge of the various necessities of life, the demigods, being satisfied by the performance of yajna [sacrifice], supply all necessities to man. But he who enjoys these gifts, without offering them to the demigods in return, is certainly a thief.",https://asitis.com/3/12.html
3,13,3.13,"The devotees of the Lord are released from all kinds of sins because they eat food which is offered first for sacrifice. Others, who prepare food for personal sense enjoyment, verily eat only sin.",https://asitis.com/3/13.html
3,14,3.14,"All living bodies subsist on food grains, which are produced from rain. Rains are produced by performance of yajna [sacrifice], and yajna is born of prescribed duties.",https://asitis.com/3/14.html
3,15,3.15,"Regulated activities are prescribed in the Vedas, and the Vedas are directly manifested from the Supreme Personality of Godhead. Consequently the all-pervading Transcendence is eternally situated in acts of sacrifice.",https://asitis.com/3/15.html
3,16,3.16,"My dear Arjuna, a man who does not follow this prescribed Vedic system of sacrifice certainly leads a life of sin, for a person delighting only in the senses lives in vain.",https://asitis.com/3/16.html
3,17,3.17,"One who is, however, taking pleasure in the self, who is illumined in the self, who rejoices in and is satisfied with the self only, fully satiated—for him there is no duty.",https://asitis.com/3/17.html
3,18,3.18,"A self-realized man has no purpose to fulfill in the discharge of his prescribed duties, nor has he any reason not to perform such work. Nor has he any need to depend on any other living being.",https://asitis.com/3/18.html
3,19,3.19,"Therefore, without being attached to the fruits of activities, one should act as a matter of duty; for by working without attachment, one attains the Supreme.",https://asitis.com/3/19.html
3,20,3.2,"Even kings like Janaka and others attained the perfectional stage by performance of prescribed duties. Therefore, just for the sake of educating the people in general, you should perform your work.",https://asitis.com/3/20.html
3,21,3.21,"Whatever action is performed by a great man, common men follow in his footsteps. And whatever standards he sets by exemplary acts, all the world pursues.",https://asitis.com/3/21.html
3,22,3.22,"O son of Prtha, there is no work prescribed for Me within all the three planetary systems. Nor am I in want of anything, nor have I need to obtain anything—and yet I am engaged in work.",https://asitis.com/3/22.html
3,23,3.23,"For, if I did not engage in work, O Partha, certainly all men would follow My path.",https://asitis.com/3/23.html
3,24,3.24,"If I should cease to work, then all these worlds would be put to ruination. I would also be the cause of creating unwanted population, and I would thereby destroy the peace of all sentient beings.",https://asitis.com/3/24.html
3,25,3.25,"As the ignorant perform their duties with attachment to results, similarly the learned may also act, but without attachment, for the sake of leading people on the right path.",https://asitis.com/3/25.html
3,26,3.26,"Let not the wise disrupt the minds of the ignorant who are attached to fruitive action. They should not be encouraged to refrain from work, but to engage in work in the spirit of devotion.",https://asitis.com/3/26.html
3,27,3.27,"The bewildered spirit soul, under the influence of the three modes of material nature, thinks himself to be the doer of activities, which are in actuality carried out by nature.",https://asitis.com/3/27.html
3,28,3.28,"One who is in knowledge of the Absolute Truth, O mighty-armed, does not engage himself in the senses and sense gratification, knowing well the differences between work in devotion and work for fruitive results.",https://asitis.com/3/28.html
3,29,3.29,"Bewildered by the modes of material nature, the ignorant fully engage themselves in material activities and become attached. But the wise should not unsettle them, although these duties are inferior due to the performers' lack of knowledge.",https://asitis.com/3/29.html
3,30,3.3,"Therefore, O Arjuna, surrendering all your works unto Me, with mind intent on Me, and without desire for gain and free from egoism and lethargy, fight.",https://asitis.com/3/30.html
3,31,3.31,"One who executes his duties according to My injunctions and who follows this teaching faithfully, without envy, becomes free from the bondage of fruitive actions.",https://asitis.com/3/31.html
3,32,3.32,"But those who, out of envy, disregard these teachings and do not practice them regularly, are to be considered bereft of all knowledge, befooled, and doomed to ignorance and bondage.",https://asitis.com/3/32.html
3,33,3.33,"Even a man of knowledge acts according to his own nature, for everyone follows his nature. What can repression accomplish?",https://asitis.com/3/33.html
3,34,3.34,"Attraction and repulsion for sense objects are felt by embodied beings, but one should not fall under the control of senses and sense objects because they are stumbling blocks on the path of self-realization.",https://asitis.com/3/34.html
3,35,3.35,"It is far better to discharge one's prescribed duties, even though they may be faulty, than another's duties. Destruction in the course of performing one's own duty is better than engaging in another's duties, for to follow another's path is dangerous.",https://asitis.com/3/35.html
3,36,3.36,"Arjuna said: O descendant of Vrsni, by what is one impelled to sinful acts, even unwillingly, as if engaged by force?",https://asitis.com/3/36.html
3,37,3.37,"The Blessed Lord said: It is lust only, Arjuna, which is born of contact with the material modes of passion and later transformed into wrath, and which is the all-devouring, sinful enemy of this world.",https://asitis.com/3/37.html
3,38,3.38,"As fire is covered by smoke, as a mirror is covered by dust, or as the embryo is covered by the womb, similarly, the living entity is covered by different degrees of this lust.",https://asitis.com/3/38.html
3,39,3.39,"Thus, a man's pure consciousness is covered by his eternal enemy in the form of lust, which is never satisfied and which burns like fire.",https://asitis.com/3/39.html
3,40,3.4,"The senses, the mind and the intelligence are the sitting places of this lust, which veils the real knowledge of the living entity and bewilders him.",https://asitis.com/3/40.html
3,41,3.41,"Therefore, O Arjuna, best of the Bharatas, in the very beginning curb this great symbol of sin [lust] by regulating the senses, and slay this destroyer of knowledge and self-realization.",https://asitis.com/3/41.html
3,42,3.42,The working senses are superior to dull matter; mind is higher than the senses; intelligence is still higher than the mind; and he [the soul] is even higher than the intelligence.,https://asitis.com/3/42.html
3,43,3.43,"Thus knowing oneself to be transcendental to material senses, mind and intelligence, one should control the lower self by the higher self and thus—by spiritual strength—conquer this insatiable enemy known as lust.",https://asitis.com/3/43.html
4,1,4.1,"The Blessed Lord said: I instructed this imperishable science of yoga to the sun-god, Vivasvan, and Vivasvan instructed it to Manu, the father of mankind, and Manu in turn instructed it to Iksvaku.",https://asitis.com/4/1.html
4,2,4.2,"This supreme science was thus received through the chain of disciplic succession, and the saintly kings understood it in that way. But in course of time the succession was broken, and therefore the science as it is appears to be lost.",https://asitis.com/4/2.html
4,3,4.3,That very ancient science of the relationship with the Supreme is today told by Me to you because you are My devotee as well as My friend; therefore you can understand the transcendental mystery of this science.,https://asitis.com/4/3.html
4,4,4.4,Arjuna said: The sun-god Vivasvan is senior by birth to You. How am I to understand that in the beginning You instructed this science to him?,https://asitis.com/4/4.html
4,5,4.5,"The Blessed Lord said: Many, many births both you and I have passed. I can remember all of them, but you cannot, O subduer of the enemy!",https://asitis.com/4/5.html
4,6,4.6,"Although I am unborn and My transcendental body never deteriorates, and although I am the Lord of all sentient beings, I still appear in every millennium in My original transcendental form.",https://asitis.com/4/6.html
4,7,4.7,"Whenever and wherever there is a decline in religious practice, O descendant of Bharata, and a predominant rise of irreligion—at that time I descend Myself.",https://asitis.com/4/7.html
4,8,4.8,"In order to deliver the pious and to annihilate the miscreants, as well as to reestablish the principles of religion, I advent Myself millennium after millennium.",https://asitis.com/4/8.html
4,9,4.9,"One who knows the transcendental nature of My appearance and activities does not, upon leaving the body, take his birth again in this material world, but attains My eternal abode, O Arjuna.",https://asitis.com/4/9.html
4,10,4.1,"Being freed from attachment, fear and anger, being fully absorbed in Me and taking refuge in Me, many, many persons in the past became purifled by knowledge of Me—and thus they all attained transcendental love for Me.",https://asitis.com/4/10.html
4,11,4.11,"All of them—as they surrender unto Me—I reward accordingly. Everyone follows My path in all respects, O son of Prtha.",https://asitis.com/4/11.html
4,12,4.12,"Men in this world desire success in fruitive activities, and therefore they worship the demigods. Quickly, of course, men get results from fruitive work in this world.",https://asitis.com/4/12.html
4,13,4.13,"According to the three modes of material nature and the work ascribed to them, the four divisions of human society were created by Me. And, although I am the creator of this system, you should know that I am yet the non-doer, being unchangeable.",https://asitis.com/4/13.html
4,14,4.14,There is no work that affects Me; nor do I aspire for the fruits of action. One who understands this truth about Me also does not become entangled in the fruitive reactions of work.,https://asitis.com/4/14.html
4,15,4.15,"All the liberated souls in ancient times acted with this understanding and so attained liberation. Therefore, as the ancients, you should perform your duty in this divine consciousness.",https://asitis.com/4/15.html
4,16,4.16,"Even the intelligent are bewildered in determining what is action and what is inaction. Now I shall explain to you what action is, knowing which you shall be liberated from all sins.",https://asitis.com/4/16.html
4,17,4.17,"The intricacies of action are very hard to understand. Therefore one should know properly what action is, what forbidden action is, and what inaction is.",https://asitis.com/4/17.html
4,18,4.18,"One who sees inaction in action, and action in inaction, is intelligent among men, and he is in the tranecendental position, although engaged in all sorts of activities.",https://asitis.com/4/18.html
